channel code,order no,extern order no,flipkart extern order no,unique external order no,order date & time,date,order type,order level status,line status,sr status,forward status,report status,cancellation type,reason for cancellation,bill city,bill pin code,bill email,bill phone,bill state,ship city,ship pincode,ship email,ship phone,ship state,sku,ean,order amount,line amount,mrp,discount amount,order qty,voucher code,voucher amount,shipping charges,brand code,fullfilment location name,fullfilment location pincode,fullfilment location city,fullfilment location state,location type,extern location code,shipment id,extern transporter name,awb,razorpay status,razorpay order id,razorpay payment id,transporter remarks,transporter remarks2,transporter shipment id,internal invoice no,external invoice no,invoice date,pack time & date,ship by date,shipped  complete time & date,line level tax value,order level tax value,tagloop,on hold,bag id,marketplace name,marketplace type,line cancellation reason,line cancelled by,sr pickup timestamp,sr customer delivered timestamp,sr pickup ageing in days,sr delivered ageing in days,exchange original bagid,replacement order,customer order tag,payment gateway name,pg amount (bagid),ca+brand point redemption (bag id),egc redemption (bag id),is exchange,original bagid,original order no,payu payment id,order channel,delivered_date,marketplace/web,order-sku_combo,fulfillment_id,order_dt,order_dt_date,order_dt_time,pack_dt,pack_dt_date,pack_dt_time,ship_dt,ship_dt_date,ship_dt_time,del_dt,del_dt_date,del_dt_time,sr_order picked up date,sr_order deliver date,sr_pickupdt,sr_pickupdt_date,sr_pickupdt_time,sr_deliverdt,sr_deliverdt_date,sr_deliverdt_time,o2p,p2s,s2d,o2d,o2p_D,p2s_D,s2d_D,o2d_D,o2p_Abs,p2s_Abs,s2d_Abs,o2d_Abs,o2p_H,p2s_H,s2d_H,o2d_H,lane,sr_zone,sr_charged weight,sr_edd,sr_weight (kg),sr_awb code,sr_awb assigned date,sr_order tags,sr_master courier
RK,RK50000613,RKI00500613,,RKI00500613,1/18/2026 7:01,1/18/2026,Prepaid,Partially Shipped,delivered,pickup scheduled,pickup pending,Pickup pending,Customer Request,Changed mind,Ahmedabad,380001,user65602@example.com,9652692345,Gujarat,Ahmedabad,380001,user65602@example.com,9652692345,Gujarat,SKU2471699,6.27E+12,799,799,999,200,1,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,STORE,MBWH82,LFW817886508,ElasticRun SDD,7478143118,,,pay_RKLOWQGKCOSR,,,TSID817886508,RKLFW5387103952,9.55E+14,1/18/2026 7:01,1/18/2026 10:36,1/19/2026 18:49,1/18/2026 12:11,39.95,39.95,,NO,RKI00500613-686502001-1,Shopify,Custom,,,,,,,NO,,,,App,1/20/2026,Website,RKI00500613686502001,RKI00500613686502001,1/18/2026 7:01,1/18/2026,07:01:18,1/18/2026 10:36,Marketplace,10:36:15,1/18/2026 12:11,1/18/2026,12:11:01,1/20/2026 11:13,1/20/2026,11:13:58,1/18/2026,1/20/2026,1/18/2026 12:11,1/18/2026,12:11:01,1/20/2026 11:13,1/20/2026,11:13:58,3.583,1.579,47.049,52.211,D0,D0,D1,D2,3.583,1.579,47.049,52.211,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Navi Mumbai-Ahmedabad,z_b,1.6,1/22/2026,1.4,7478143118,1/18/2026 10:31,WMS,ElasticRun SDD,,,,,,,
RK,RK50000614,RKI00500614,,RKI00500614,1/27/2026 18:34,1/27/2026,Prepaid,Delivered,processing,pickup scheduled,pickup pending,Pickup pending,,,Hyderabad,500001,user30820@example.com,7433187159,Telangana,Hyderabad,500001,user30820@example.com,7433187159,Telangana,SKU8337735,6.28E+12,999,999,1499,500,3,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,STORE,MBWH65,LFW932057012,Ekart,5265701362,,,pay_RKXTBCAEUPCT,,,TSID932057012,RKLFW8451631885,9.25E+14,1/27/2026 18:34,1/27/2026 21:12,1/30/2026 13:04,1/27/2026 23:43,49.95,49.95,,NO,RKI00500614-731030150-1,Salesforce Commerce Cloud,Salesforce,,,,,,,NO,,,,App,1/29/2026,Website,RKI00500614731030150,RKI00500614731030150,1/27/2026 18:34,1/27/2026,18:34:52,1/27/2026 21:12,Web,21:12:33,1/27/2026 23:43,1/27/2026,23:43:23,1/29/2026 9:02,1/29/2026,09:02:50,1/27/2026,1/29/2026,1/27/2026 23:43,1/27/2026,23:43:23,1/29/2026 9:02,1/29/2026,09:02:50,2.628,2.514,33.324,38.466,D0,D0,D1,D1,2.628,2.514,33.324,38.466,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Navi Mumbai-Hyderabad,z_b,1.8,1/31/2026,1.7,5265701362,1/27/2026 21:07,WMS,Ekart,,,,,,,
VS,VS50000615,VSI00500615,,VSI00500615,2/16/2026 14:38,2/16/2026,Prepaid,Partially Shipped,shipped complete,pickup scheduled,cancelled,Pickup pending,,,Delhi,110001,user88675@example.com,7912071646,Delhi,Delhi,110001,user88675@example.com,7912071646,Delhi,SKU7420486,6.91E+12,2699,2699,2999,300,2,,0,0,VS,LF Logistics,421302,Bhiwandi,Maharastra,STORE,MBWH21,LFW778787020,XpressBees,2752494065,,,pay_VSQJCVIFBEJQ,,,TSID778787020,VSLFW4401573612,9.94E+14,2/16/2026 14:38,2/16/2026 17:21,2/19/2026 1:44,2/16/2026 19:27,134.95,134.95,,NO,VSI00500615-974780259-1,WooCommerce,Custom,,,,,,,NO,,,,Web,2/19/2026,Website,VSI00500615974780259,VSI00500615974780259,2/16/2026 14:38,2/16/2026,14:38:58,2/16/2026 17:21,Marketplace,17:21:57,2/16/2026 19:27,2/16/2026,19:27:02,2/19/2026 13:23,2/19/2026,13:23:34,2/16/2026,2/19/2026,2/16/2026 19:27,2/16/2026,19:27:02,2/19/2026 13:23,2/19/2026,13:23:34,2.716,2.085,65.942,70.743,D0,D0,D2,D2,2.716,2.085,65.942,70.743,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bhiwandi-Delhi,z_b,0.4,2/17/2026,0.3,2752494065,2/16/2026 17:16,WMS,XpressBees,,,,,,,
VS,VS50000616,VSI00500616,,VSI00500616,03-07-2026 01:14,03-07-2026,Prepaid,Shipped,shipped complete,pickup scheduled,cancelled,Pickup pending,,,Bengaluru,560001,user28197@example.com,7296241640,Karnataka,Bengaluru,560001,user28197@example.com,7296241640,Karnataka,SKU1410093,6.29E+12,2999,2999,2999,0,2,,0,0,VS,LF Logistics,421302,Bhiwandi,Maharastra,STORE,MBWH66,LFW827651614,ElasticRun SDD,1746852938,,,pay_VSDFMNNDKVHS,,,TSID827651614,VSLFW3961206672,9.28E+14,03-07-2026 01:14,03-07-2026 03:59,03-09-2026 15:13,03-07-2026 06:50,149.95,149.95,,NO,VSI00500616-362875361-1,Shopify,Custom,,,,,,,NO,,,,Web,03-09-2026,Website,VSI00500616362875361,VSI00500616362875361,03-07-2026 01:14,03-07-2026,01:14:40,03-07-2026 03:59,Marketplace,03:59:50,03-07-2026 06:50,03-07-2026,06:50:52,03-09-2026 04:44,03-09-2026,04:44:53,03-07-2026,03-09-2026,03-07-2026 06:50,03-07-2026,06:50:52,03-09-2026 04:44,03-09-2026,04:44:53,2.753,2.851,45.9,51.504,D0,D0,D1,D2,2.753,2.851,45.9,51.504,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bhiwandi-Bengaluru,z_b,0.9,03-08-2026,0.7,1746852938,03-07-2026 03:54,WMS,ElasticRun SDD,,,,,,,
AX,AX50000617,AXI00500617,,AXI00500617,1/13/2026 4:46,1/13/2026,COD,Partially Shipped,cancelled,in transit,cancelled,Pickup pending,Out of Stock,Duplicate order,Mumbai,400077,user83849@example.com,8797027538,Maharashtra,Mumbai,400077,user83849@example.com,8797027538,Maharashtra,SKU8326007,6.52E+12,4299,4299,4999,700,3,,0,0,AX,AX Fulfillment,560100,Bengaluru,Karnataka,STORE,MBWH63,LFW337347724,Delhivery,4713214201,,,pay_AXTCBAWIIGMI,,,TSID337347724,AXLFW3579188798,9.28E+14,1/13/2026 4:46,1/13/2026 6:32,1/15/2026 8:06,1/13/2026 9:10,214.95,214.95,,NO,AXI00500617-072951632-1,Shopify,Custom,,,,,,,NO,,,,App,1/15/2026,Website,AXI00500617072951632,AXI00500617072951632,1/13/2026 4:46,1/13/2026,04:46:37,1/13/2026 6:32,Marketplace,06:32:27,1/13/2026 9:10,1/13/2026,09:10:33,1/15/2026 11:22,1/15/2026,11:22:16,1/13/2026,1/15/2026,1/13/2026 9:10,1/13/2026,09:10:33,1/15/2026 11:22,1/15/2026,11:22:16,1.764,2.635,50.195,54.594,D0,D0,D2,D2,1.764,2.635,50.195,54.594,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bengaluru-Mumbai,z_b,0.8,1/15/2026,0.7,4713214201,1/13/2026 6:27,WMS,Delhivery,,,,,,,
ZP,ZP50000618,ZPI00500618,,ZPI00500618,02-02-2026 03:23,02-02-2026,Prepaid,Delivered,delivered,in transit,pickup pending,Pickup pending,,,Delhi,110001,user56361@example.com,9785317327,Delhi,Delhi,110001,user56361@example.com,9785317327,Delhi,SKU8774369,6.17E+12,1499,1499,1999,500,2,,0,0,ZP,ZP Center,110020,Delhi,Delhi,STORE,MBWH64,LFW160535640,XpressBees,3071908421,,,pay_ZPPFRVJOUAHJ,,,TSID160535640,ZPLFW1937588337,9.85E+14,02-02-2026 03:23,02-02-2026 06:27,02-04-2026 09:42,02-02-2026 09:24,74.95,74.95,,NO,ZPI00500618-911371174-1,WooCommerce,Custom,,,,,,,NO,,,,App,02-04-2026,Website,ZPI00500618911371174,ZPI00500618911371174,02-02-2026 03:23,02-02-2026,03:23:20,02-02-2026 06:27,Marketplace,06:27:33,02-02-2026 09:24,02-02-2026,09:24:38,02-04-2026 15:51,02-04-2026,15:51:47,02-02-2026,02-04-2026,02-02-2026 09:24,02-02-2026,09:24:38,02-04-2026 15:51,02-04-2026,15:51:47,3.07,2.951,54.453,60.474,D0,D0,D2,D2,3.07,2.951,54.453,60.474,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Delhi-Delhi,z_b,1,02-06-2026,0.6,3071908421,02-02-2026 06:22,WMS,XpressBees,,,,,,,
RK,RK50000619,RKI00500619,,RKI00500619,02-06-2026 21:34,02-06-2026,COD,Shipped,cancelled,pickup scheduled,cancelled,Pickup pending,,,Jaipur,302001,user45784@example.com,7301020077,Rajasthan,Jaipur,302001,user45784@example.com,7301020077,Rajasthan,SKU6585083,6.51E+12,2999,2999,3499,500,1,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,STORE,MBWH44,LFW485446905,Ekart,8192434860,,,pay_RKKCXIKLPSUL,,,TSID485446905,RKLFW7727292366,9.97E+14,02-06-2026 21:34,02-07-2026 00:53,02-09-2026 08:51,02-07-2026 02:13,149.95,149.95,,NO,RKI00500619-621174846-1,Shopify,Custom,,,,,,,NO,,,,App,02-09-2026,Website,RKI00500619621174846,RKI00500619621174846,02-06-2026 21:34,02-06-2026,21:34:49,02-07-2026 00:53,Marketplace,00:53:38,02-07-2026 02:13,02-07-2026,02:13:46,02-09-2026 11:08,02-09-2026,11:08:35,02-07-2026,02-09-2026,02-07-2026 02:13,02-07-2026,02:13:46,02-09-2026 11:08,02-09-2026,11:08:35,3.314,1.335,56.914,61.563,D0,D0,D2,D2,3.314,1.335,56.914,61.563,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Navi Mumbai-Jaipur,z_b,0.8,02-08-2026,0.6,8192434860,02-07-2026 00:48,WMS,Ekart,,,,,,,
AX,AX50000620,AXI00500620,,AXI00500620,2/24/2026 7:03,2/24/2026,Prepaid,Shipped,shipped complete,delivered,delivered,Pickup pending,Out of Stock,Duplicate order,Bengaluru,560001,user89634@example.com,8325459880,Karnataka,Bengaluru,560001,user89634@example.com,8325459880,Karnataka,SKU4702383,6.54E+12,1799,1799,1999,200,3,,0,0,AX,AX Fulfillment,560100,Bengaluru,Karnataka,STORE,MBWH52,LFW750806539,BlueDart,3882667163,,,pay_AXYPMOVTABOQ,,,TSID750806539,AXLFW1656395699,9.95E+14,2/24/2026 7:03,2/24/2026 8:13,2/26/2026 9:13,2/24/2026 10:16,89.95,89.95,,NO,AXI00500620-969291910-1,Shopify,Custom,,,,,,,NO,,,,App,2/26/2026,Website,AXI00500620969291910,AXI00500620969291910,2/24/2026 7:03,2/24/2026,07:03:30,2/24/2026 8:13,Marketplace,08:13:50,2/24/2026 10:16,2/24/2026,10:16:39,2/26/2026 2:35,2/26/2026,02:35:22,2/24/2026,2/26/2026,2/24/2026 10:16,2/24/2026,10:16:39,2/26/2026 2:35,2/26/2026,02:35:22,1.172,2.047,40.312,43.531,D0,D0,D1,D1,1.172,2.047,40.312,43.531,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bengaluru-Bengaluru,z_b,1.4,2/28/2026,0.9,3882667163,2/24/2026 8:08,WMS,BlueDart,,,,,,,
ZP,ZP50000621,ZPI00500621,,ZPI00500621,2/25/2026 21:22,2/25/2026,Prepaid,Delivered,cancelled,delivered,delivered,Pickup pending,,,Hyderabad,500001,user81676@example.com,7207005586,Telangana,Hyderabad,500001,user81676@example.com,7207005586,Telangana,SKU9691277,6.56E+12,1699,1699,1999,300,3,,0,0,ZP,ZP Center,110020,Delhi,Delhi,STORE,MBWH31,LFW951216251,Delhivery,7746809896,,,pay_ZPVHIUINNMDB,,,TSID951216251,ZPLFW6086796563,9.69E+14,2/25/2026 21:22,2/26/2026 0:49,2/27/2026 12:13,2/26/2026 3:01,84.95,84.95,,NO,ZPI00500621-805166616-1,WooCommerce,Custom,,,,,,,NO,,,,Web,2/28/2026,Website,ZPI00500621805166616,ZPI00500621805166616,2/25/2026 21:22,2/25/2026,21:22:24,2/26/2026 0:49,Marketplace,00:49:56,2/26/2026 3:01,2/26/2026,03:01:56,2/28/2026 0:56,2/28/2026,00:56:10,2/26/2026,2/28/2026,2/26/2026 3:01,2/26/2026,03:01:56,2/28/2026 0:56,2/28/2026,00:56:10,3.459,2.2,45.904,51.563,D0,D0,D1,D2,3.459,2.2,45.904,51.563,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Delhi-Hyderabad,z_b,1.7,2/27/2026,1.3,7746809896,2/26/2026 0:44,WMS,Delhivery,,,,,,,
RK,RK50000622,RKI00500622,,RKI00500622,2/20/2026 3:52,2/20/2026,COD,Shipped,delivered,pending,pickup pending,Pickup pending,,,Jaipur,302001,user60535@example.com,7923681197,Rajasthan,Jaipur,302001,user60535@example.com,7923681197,Rajasthan,SKU9753974,6.52E+12,1699,1699,1999,300,2,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,STORE,MBWH84,LFW958995685,XpressBees,6686577034,,,pay_RKZGPPTZHUTR,,,TSID958995685,RKLFW1372277437,9.44E+14,2/20/2026 3:52,2/20/2026 7:19,2/22/2026 4:50,2/20/2026 8:47,84.95,84.95,,NO,RKI00500622-500899878-1,Salesforce Commerce Cloud,Salesforce,,,,,,,NO,,,,Web,2/22/2026,Website,RKI00500622500899878,RKI00500622500899878,2/20/2026 3:52,2/20/2026,03:52:57,2/20/2026 7:19,Web,07:19:25,2/20/2026 8:47,2/20/2026,08:47:20,2/22/2026 17:07,2/22/2026,17:07:06,2/20/2026,2/22/2026,2/20/2026 8:47,2/20/2026,08:47:20,2/22/2026 17:07,2/22/2026,17:07:06,3.441,1.465,56.329,61.236,D0,D0,D2,D2,3.441,1.465,56.329,61.236,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Navi Mumbai-Jaipur,z_b,0.9,2/21/2026,0.5,6686577034,2/20/2026 7:14,WMS,XpressBees,,,,,,,
NB,NB50000623,NBI00500623,,NBI00500623,2/16/2026 4:08,2/16/2026,Prepaid,Delivered,shipped complete,delivered,pickup pending,Pickup pending,Out of Stock,Duplicate order,Jaipur,302001,user24907@example.com,8600811807,Rajasthan,Jaipur,302001,user24907@example.com,8600811807,Rajasthan,SKU4628057,6.27E+12,3799,3799,3999,200,3,,0,0,NB,NB Warehouse,421301,Thane,Maharashtra,STORE,MBWH83,LFW362429241,XpressBees,1195427680,,,pay_NBUYXCOMKGYF,,,TSID362429241,NBLFW7126543886,9.20E+14,2/16/2026 4:08,2/16/2026 5:09,2/17/2026 21:36,2/16/2026 6:02,189.95,189.95,,NO,NBI00500623-124835521-1,WooCommerce,Custom,,,,,,,NO,,,,App,2/18/2026,Website,NBI00500623124835521,NBI00500623124835521,2/16/2026 4:08,2/16/2026,04:08:55,2/16/2026 5:09,Marketplace,05:09:59,2/16/2026 6:02,2/16/2026,06:02:58,2/18/2026 4:50,2/18/2026,04:50:45,2/16/2026,2/18/2026,2/16/2026 6:02,2/16/2026,06:02:58,2/18/2026 4:50,2/18/2026,04:50:45,1.018,0.883,46.796,48.697,D0,D0,D1,D2,1.018,0.883,46.796,48.697,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Thane-Jaipur,z_b,1.1,2/20/2026,0.6,1195427680,2/16/2026 5:04,WMS,XpressBees,,,,,,,
NB,NB50000624,NBI00500624,,NBI00500624,02-06-2026 16:31,02-06-2026,Prepaid,Cancelled,delivered,delivered,pickup pending,Pickup pending,,,Pune,411001,user48028@example.com,7711350981,Maharashtra,Pune,411001,user48028@example.com,7711350981,Maharashtra,SKU1982849,6.79E+12,4499,4499,4999,500,1,,0,0,NB,NB Warehouse,421301,Thane,Maharashtra,STORE,MBWH37,LFW354922902,ElasticRun SDD,9790024383,,,pay_NBLFWOMFLEUB,,,TSID354922902,NBLFW3231985336,9.83E+14,02-06-2026 16:31,02-06-2026 18:26,02-09-2026 15:23,02-06-2026 20:29,224.95,224.95,,NO,NBI00500624-835506094-1,Shopify,Custom,,,,,,,NO,,,,Web,02-07-2026,Website,NBI00500624835506094,NBI00500624835506094,02-06-2026 16:31,02-06-2026,16:31:55,02-06-2026 18:26,Web,18:26:43,02-06-2026 20:29,02-06-2026,20:29:32,02-07-2026 15:18,02-07-2026,15:18:22,02-06-2026,02-07-2026,02-06-2026 20:29,02-06-2026,20:29:32,02-07-2026 15:18,02-07-2026,15:18:22,1.913,2.047,18.814,22.774,D0,D0,D0,D0,1.913,2.047,18.814,22.774,0-6Hrs,0-6Hrs,12-24Hrs,12-24Hrs,Thane-Pune,z_b,0.6,02-09-2026,0.4,9790024383,02-06-2026 18:21,WMS,ElasticRun SDD,,,,,,,
ZP,ZP50000625,ZPI00500625,,ZPI00500625,1/22/2026 20:28,1/22/2026,COD,Partially Shipped,shipped complete,delivered,delivered,Pickup pending,Customer Request,Changed mind,Hyderabad,500001,user76087@example.com,8075903729,Telangana,Hyderabad,500001,user76087@example.com,8075903729,Telangana,SKU8481533,6.12E+12,999,999,1499,500,2,,0,0,ZP,ZP Center,110020,Delhi,Delhi,STORE,MBWH19,LFW575048594,BlueDart,6022041004,,,pay_ZPKZKAQIQKFR,,,TSID575048594,ZPLFW1067604757,9.21E+14,1/22/2026 20:28,1/22/2026 22:57,1/24/2026 0:29,1/22/2026 23:31,49.95,49.95,,NO,ZPI00500625-430347775-1,WooCommerce,Custom,,,,,,,NO,,,,App,1/25/2026,Website,ZPI00500625430347775,ZPI00500625430347775,1/22/2026 20:28,1/22/2026,20:28:56,1/22/2026 22:57,Web,22:57:52,1/22/2026 23:31,1/22/2026,23:31:52,1/25/2026 8:29,1/25/2026,08:29:20,1/22/2026,1/25/2026,1/22/2026 23:31,1/22/2026,23:31:52,1/25/2026 8:29,1/25/2026,08:29:20,2.482,0.566,56.958,60.007,D0,D0,D2,D2,2.482,0.566,56.958,60.007,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Delhi-Hyderabad,z_b,1.1,1/26/2026,1,6022041004,1/22/2026 22:52,WMS,BlueDart,,,,,,,
RK,RK50000626,RKI00500626,,RKI00500626,3/20/2026 11:19,3/20/2026,Prepaid,Delivered,cancelled,pickup scheduled,pickup pending,Pickup pending,,,Ahmedabad,380001,user20176@example.com,7381030082,Gujarat,Ahmedabad,380001,user20176@example.com,7381030082,Gujarat,SKU8541460,6.30E+12,2999,2999,2999,0,2,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,STORE,MBWH30,LFW588082687,Delhivery,2897799875,,,pay_RKTTBLAFJBMK,,,TSID588082687,RKLFW9512199444,9.33E+14,3/20/2026 11:19,3/20/2026 14:31,3/23/2026 11:08,3/20/2026 16:25,149.95,149.95,,NO,RKI00500626-039391560-1,Salesforce Commerce Cloud,Salesforce,,,,,,,NO,,,,Web,3/22/2026,Website,RKI00500626039391560,RKI00500626039391560,3/20/2026 11:19,3/20/2026,11:19:08,3/20/2026 14:31,Web,14:31:14,3/20/2026 16:25,3/20/2026,16:25:06,3/22/2026 23:58,3/22/2026,23:58:59,3/20/2026,3/22/2026,3/20/2026 16:25,3/20/2026,16:25:06,3/22/2026 23:58,3/22/2026,23:58:59,3.202,1.898,55.565,60.664,D0,D0,D2,D2,3.202,1.898,55.565,60.664,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Navi Mumbai-Ahmedabad,z_b,1.7,3/24/2026,1.3,2897799875,3/20/2026 14:26,WMS,Delhivery,,,,,,,
RK,RK50000627,RKI00500627,,RKI00500627,2/20/2026 6:14,2/20/2026,COD,Shipped,processing,pickup scheduled,delivered,Pickup pending,,,Mumbai,400077,user40146@example.com,8311398186,Maharashtra,Mumbai,400077,user40146@example.com,8311398186,Maharashtra,SKU9559989,6.44E+12,2499,2499,2499,0,1,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,STORE,MBWH61,LFW364626469,Ekart,3940935891,,,pay_RKNJKCPOYZBE,,,TSID364626469,RKLFW1533851727,9.46E+14,2/20/2026 6:14,2/20/2026 8:17,2/22/2026 3:09,2/20/2026 10:49,124.95,124.95,,NO,RKI00500627-770280357-1,Shopify,Custom,,,,,,,NO,,,,Web,2/22/2026,Website,RKI00500627770280357,RKI00500627770280357,2/20/2026 6:14,2/20/2026,06:14:41,2/20/2026 8:17,Web,08:17:59,2/20/2026 10:49,2/20/2026,10:49:47,2/22/2026 1:13,2/22/2026,01:13:32,2/20/2026,2/22/2026,2/20/2026 10:49,2/20/2026,10:49:47,2/22/2026 1:13,2/22/2026,01:13:32,2.055,2.53,38.396,42.981,D0,D0,D1,D1,2.055,2.53,38.396,42.981,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Navi Mumbai-Mumbai,z_b,0.6,2/23/2026,0.2,3940935891,2/20/2026 8:12,WMS,Ekart,,,,,,,
RK,RK50000628,RKI00500628,,RKI00500628,1/21/2026 10:07,1/21/2026,COD,Partially Shipped,cancelled,in transit,in transit,Pickup pending,,,Jaipur,302001,user96705@example.com,8949802672,Rajasthan,Jaipur,302001,user96705@example.com,8949802672,Rajasthan,SKU6927613,6.65E+12,1299,1299,1999,700,2,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,STORE,MBWH49,LFW774976211,Delhivery,1816792784,,,pay_RKSRHKXYMZVL,,,TSID774976211,RKLFW8407759440,9.70E+14,1/21/2026 10:07,1/21/2026 13:06,1/22/2026 17:16,1/21/2026 14:24,64.95,64.95,,NO,RKI00500628-977170233-1,Shopify,Custom,,,,,,,NO,,,,Web,1/22/2026,Website,RKI00500628977170233,RKI00500628977170233,1/21/2026 10:07,1/21/2026,10:07:47,1/21/2026 13:06,Web,13:06:04,1/21/2026 14:24,1/21/2026,14:24:27,1/22/2026 13:47,1/22/2026,13:47:00,1/21/2026,1/22/2026,1/21/2026 14:24,1/21/2026,14:24:27,1/22/2026 13:47,1/22/2026,13:47:00,2.971,1.306,23.376,27.654,D0,D0,D0,D1,2.971,1.306,23.376,27.654,0-6Hrs,0-6Hrs,12-24Hrs,24+Hrs,Navi Mumbai-Jaipur,z_b,0.7,1/25/2026,0.3,1816792784,1/21/2026 13:01,WMS,Delhivery,,,,,,,
RK,RK50000629,RKI00500629,,RKI00500629,1/20/2026 10:53,1/20/2026,Prepaid,Cancelled,processing,delivered,in transit,Pickup pending,,,Bengaluru,560001,user48407@example.com,9437948346,Karnataka,Bengaluru,560001,user48407@example.com,9437948346,Karnataka,SKU6230093,6.00E+12,3799,3799,3999,200,1,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,STORE,MBWH33,LFW842123650,ElasticRun SDD,5796150932,,,pay_RKZWDXUJGIJE,,,TSID842123650,RKLFW4768951312,9.16E+14,1/20/2026 10:53,1/20/2026 12:53,1/21/2026 22:09,1/20/2026 15:50,189.95,189.95,,NO,RKI00500629-843798780-1,Salesforce Commerce Cloud,Salesforce,,,,,,,NO,,,,Web,1/21/2026,Website,RKI00500629843798780,RKI00500629843798780,1/20/2026 10:53,1/20/2026,10:53:10,1/20/2026 12:53,Marketplace,12:53:12,1/20/2026 15:50,1/20/2026,15:50:18,1/21/2026 17:22,1/21/2026,17:22:59,1/20/2026,1/21/2026,1/20/2026 15:50,1/20/2026,15:50:18,1/21/2026 17:22,1/21/2026,17:22:59,2,2.952,25.545,30.497,D0,D0,D1,D1,2,2.952,25.545,30.497,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Navi Mumbai-Bengaluru,z_b,1.1,1/23/2026,1,5796150932,1/20/2026 12:48,WMS,ElasticRun SDD,,,,,,,
AX,AX50000630,AXI00500630,,AXI00500630,02-06-2026 03:50,02-06-2026,Prepaid,Partially Shipped,shipped complete,pickup scheduled,cancelled,Pickup pending,,,Ahmedabad,380001,user19990@example.com,7110428209,Gujarat,Ahmedabad,380001,user19990@example.com,7110428209,Gujarat,SKU6037440,6.26E+12,4999,4999,4999,0,2,,0,0,AX,AX Fulfillment,560100,Bengaluru,Karnataka,STORE,MBWH40,LFW291161922,XpressBees,6958816903,,,pay_AXZQHIPSFVHB,,,TSID291161922,AXLFW9549979342,9.25E+14,02-06-2026 03:50,02-06-2026 07:16,02-07-2026 18:11,02-06-2026 09:21,249.95,249.95,,NO,AXI00500630-323963821-1,WooCommerce,Custom,,,,,,,NO,,,,App,02-08-2026,Website,AXI00500630323963821,AXI00500630323963821,02-06-2026 03:50,02-06-2026,03:50:02,02-06-2026 07:16,Web,07:16:22,02-06-2026 09:21,02-06-2026,09:21:08,02-08-2026 05:14,02-08-2026,05:14:28,02-06-2026,02-08-2026,02-06-2026 09:21,02-06-2026,09:21:08,02-08-2026 05:14,02-08-2026,05:14:28,3.439,2.079,43.889,49.407,D0,D0,D1,D2,3.439,2.079,43.889,49.407,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bengaluru-Ahmedabad,z_b,0.7,02-08-2026,0.5,6958816903,02-06-2026 07:11,WMS,XpressBees,,,,,,,
ZP,ZP50000631,ZPI00500631,,ZPI00500631,1/18/2026 5:46,1/18/2026,Prepaid,Shipped,cancelled,in transit,pickup pending,Pickup pending,,,Delhi,110001,user72992@example.com,7708916497,Delhi,Delhi,110001,user72992@example.com,7708916497,Delhi,SKU7441237,6.19E+12,2799,2799,2999,200,3,,0,0,ZP,ZP Center,110020,Delhi,Delhi,STORE,MBWH59,LFW222655545,XpressBees,7830449747,,,pay_ZPADDFKAEXGC,,,TSID222655545,ZPLFW4115542660,9.70E+14,1/18/2026 5:46,1/18/2026 9:42,1/20/2026 4:44,1/18/2026 12:28,139.95,139.95,,NO,ZPI00500631-719874112-1,Magento,Custom,,,,,,,NO,,,,Web,1/19/2026,Website,ZPI00500631719874112,ZPI00500631719874112,1/18/2026 5:46,1/18/2026,05:46:22,1/18/2026 9:42,Web,09:42:42,1/18/2026 12:28,1/18/2026,12:28:19,1/19/2026 14:47,1/19/2026,14:47:19,1/18/2026,1/19/2026,1/18/2026 12:28,1/18/2026,12:28:19,1/19/2026 14:47,1/19/2026,14:47:19,3.939,2.76,26.317,33.016,D0,D0,D1,D1,3.939,2.76,26.317,33.016,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Delhi-Delhi,z_b,2.2,1/20/2026,1.8,7830449747,1/18/2026 9:37,WMS,XpressBees,,,,,,,
